name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,windspeed,cloudcover,solarradiation
odisha,01-05-2022,33.5,25.6,29.8,42.9,25.6,36.3,25.2,77.1,0,27.7,77.3,322.8
odisha,02-05-2022,38,27,31.1,42.6,29.2,36,23.2,64.3,0,24.2,27.6,313.5
odisha,03-05-2022,37.7,22.7,30.6,43.3,22.7,35.7,24.2,72.2,16.919,29.5,46.1,323.8
odisha,04-05-2022,37.4,24.8,29.9,44.6,24.8,34.4,23.4,69.6,0.096,22.3,31.7,298.4
odisha,05-05-2022,35.5,24.8,29.3,46.3,24.8,35.2,25.2,79.5,24.88,28,72.1,307.7
odisha,06-05-2022,34,21,26.7,43.6,21,28.3,23.1,81.5,12.152,25.9,66,319.8
odisha,07-05-2022,35.4,25.8,29.8,44.7,25.8,34.8,25.2,78,0,18.4,45.8,312.3
odisha,08-05-2022,36,26,30.1,44.5,26,34.6,24.2,73,0,24.1,36,295.9
odisha,09-05-2022,33.8,26,28.7,42.9,26,33.7,25.1,81.7,5.972,18.4,65.3,95.6
odisha,10-05-2022,33,26,28.6,39.3,26,33.8,25.6,84.5,10.947,24.1,78.7,120.8
odisha,11-05-2022,32.4,25,28.7,41,25,33.8,25.8,85.5,27.933,24.1,70.4,277.1
odisha,12-05-2022,33.5,25,29.4,43.8,25,35.2,25.9,82.4,2.987,25.9,53.4,315.9
odisha,13-05-2022,33.8,27.7,30.1,43.8,32.3,37.1,25.8,78.7,1.99,29.5,33.9,251.4
odisha,14-05-2022,34.4,28,30.3,46.2,32.4,38.1,26.2,79.4,0,29.5,49.9,312.5
odisha,15-05-2022,34.6,28,30.7,46.1,33.4,39.4,26.8,80.8,0,28.1,52,326.7
odisha,16-05-2022,34.8,28,30.7,47.9,34.6,40,27.1,82.2,0,22.3,59.5,327.7
odisha,17-05-2022,35.3,28,30.6,47.4,34.6,39,26.6,80.1,0,25.9,48.1,325.3
odisha,18-05-2022,35.4,28,30.5,43.7,33.6,38.5,26.4,79.8,0,22.3,61.8,315.6
odisha,19-05-2022,34,28.5,30.6,45.1,34.4,39.7,27,81.4,0,18.4,79.8,321.4
odisha,20-05-2022,37,26,31.3,49.3,26,38.6,25.7,73.5,0,25.6,36.1,315.4
odisha,21-05-2022,36,27,31.1,48.2,30.8,39.6,26.4,77.4,0.199,25.9,45.6,319.6
odisha,22-05-2022,32,23,26.3,36.8,23,28.2,23.5,85.6,36.863,21.7,72.6,283.8
odisha,23-05-2022,35.1,25,29.5,42.5,25,34.2,24.1,74.4,0,18.4,56.6,300.4
odisha,24-05-2022,34,22,28.7,40.6,22,32.5,23.4,74.3,16.918,38.9,57.4,292.6
odisha,25-05-2022,36,25,30.3,45.1,25,35.2,24.2,71.6,0,11.2,31.1,310.3
odisha,26-05-2022,35.7,27,31,48.1,31.2,39.9,26.8,79.1,0,18.4,36.6,293
odisha,27-05-2022,38,28,31.8,46.3,32.7,37.7,24.2,65.5,0,18.4,32.9,282.4
odisha,28-05-2022,38,28.1,32.3,44.6,33.6,38.8,24.5,65.7,0,16.3,49.7,317.5
odisha,29-05-2022,37.4,26.8,31.9,47.9,29,39.1,24.8,67.4,0,16.6,41.7,267.5
odisha,30-05-2022,34,25.1,29.9,43.1,25.1,35.6,24.8,74.9,10.947,18.4,72.4,270.7
odisha,31-05-2022,37.4,28,32,50.5,34.5,42.3,27.2,77.4,0,22.3,61.9,276.7
odisha,01-06-2022,36,29,30.9,45,33.6,38.4,25.7,74.5,0.024,24.1,69.9,300
odisha,02-06-2022,36.2,28,31.3,49.7,31.9,41,27.1,79.2,0,22.3,66.8,307.4
odisha,03-06-2022,36,28,31.2,50.2,32.7,41.5,27.3,80.5,0,22.3,78.3,282.5
odisha,04-06-2022,35.3,24,30.7,46.9,24,39.8,26.9,81,16.922,25.9,78.4,278.5
odisha,05-06-2022,33.4,25,29.9,45.8,25,39.2,27.4,86.8,0,22.3,81.9,306.3
odisha,06-06-2022,34.7,26,29.8,46,26,35.4,25,76.3,0.024,22.3,49.7,317.5
odisha,07-06-2022,36,28,30.9,50.2,34.6,40,27,80.8,0,22.3,40.9,326.2
odisha,08-06-2022,35.2,29,31.3,49.2,36.9,42.6,27.9,82.9,0,22.3,61.3,324
odisha,09-06-2022,32.2,29.8,30.6,45.3,39.5,41.8,28,86.2,0,18.4,85.2,272.6
odisha,10-06-2022,31,28,29.2,42.4,32.7,37.4,27,88.2,0,22.3,82.8,246.3
odisha,11-06-2022,31,27.1,28.7,40.2,31.3,35,26,85.4,0.005,22.3,76.1,282.4
odisha,12-06-2022,36.7,26,30.6,49.2,26,39.2,26.9,82,0,24.1,66.9,261.4
odisha,13-06-2022,38.4,27,32.1,47.8,30.7,39.6,25.2,68.8,0,18.4,33.5,313.5
odisha,14-06-2022,36.2,27.9,31.1,50.6,30.7,40.1,26.4,77.1,0,29.5,61.2,289.3
odisha,15-06-2022,35.2,26.9,29.9,47.2,30,36.3,25.1,76.2,0,30.6,82.2,195
odisha,16-06-2022,35.8,27,30.7,44.4,30.1,37.2,25.2,73.9,0,29.5,65.5,278.2
odisha,17-06-2022,33.7,26.9,29.4,42.2,30.5,36.3,26.1,82.9,1.99,29.5,74.6,274.6
odisha,18-06-2022,35,28,30.4,43,32,37.1,25.4,75.7,0,35.3,71.6,255
odisha,19-06-2022,36.3,25,29.3,44.4,25,34,25.3,81.3,4.976,37.1,77.3,223
odisha,20-06-2022,33.4,23,27.6,44.1,23,31,25.1,87.4,14.93,20.5,91.3,119.8
odisha,21-06-2022,33.2,24.6,28.8,43.1,24.6,34.3,25.6,84.1,0.018,18.4,76.4,189.4
odisha,22-06-2022,33,26,28,41.3,26,31.4,25.6,87.9,7.961,25.9,75.3,223.2
odisha,23-06-2022,32.8,26,28.6,44.6,26,34.1,26.3,88,0,16.6,86.3,187
odisha,24-06-2022,30.2,26,28.1,37.7,26,33.1,25.8,87.3,0,18.4,87.4,214.7
odisha,25-06-2022,31.6,26,28.5,39.9,26,33.1,25.5,84.4,0.003,16.6,79.7,246.3
odisha,26-06-2022,34.1,27,30.1,45.3,31.2,37.1,25.8,78.8,0,18.4,55.6,182.5
odisha,27-06-2022,34.1,27.6,30.4,45.8,33.2,38.5,26.5,80.7,0.597,20.5,57.8,157.5
odisha,28-06-2022,33,27,28.7,42.3,31.2,34.9,26.4,88.1,3.981,11.7,54.7,151.3
odisha,29-06-2022,34,26.8,29.7,46,30.9,37.2,26.6,84.3,0.697,14.8,53.9,194.3
odisha,30-06-2022,32.7,28,29.5,44.2,34.6,37.7,27,86.5,2.986,13,77.4,189.5
odisha,01-07-2022,33.8,28,30.2,44.8,33.6,39.1,27.1,84,0.019,14.8,85.5,190.3
odisha,02-07-2022,32,26.4,29.1,43,26.4,36.2,26.5,86.2,1.422,13,88.3,47.1
odisha,03-07-2022,33,26,29.3,42.3,26,36.3,26.5,85.8,0,14.8,80.7,195.9
odisha,04-07-2022,33.6,26.7,28.6,43.9,30.8,35,26.6,89.9,46.821,33.5,79.3,169.3
odisha,05-07-2022,28,26,27,35.7,26,31.3,26.8,98.7,18.038,13,97.1,84.6
odisha,06-07-2022,31.2,26,27.8,40.7,26,32.4,26.4,92.4,17.913,13,73.9,253.8
odisha,07-07-2022,32,26,27.9,42.3,26,33.5,26.8,94.6,21.91,13,61,217
odisha,08-07-2022,32,26,28.2,42.3,26,33.8,26.8,92.8,11.944,11.2,67.7,218.2
odisha,09-07-2022,32.4,26,28.5,43.6,26,34.6,26.8,91.1,6.979,22.2,64,216.1
odisha,10-07-2022,32.5,26,28.7,43.1,26,34.4,26.4,87.7,0.102,24.1,55.8,182.9
odisha,11-07-2022,30.7,27,28.3,40.5,31.2,35.2,27,92.5,5.985,16.6,70.7,202
odisha,12-07-2022,31.8,26.9,28.5,43,31.3,35.4,27,91.9,7.981,20.5,81.7,234.3
odisha,13-07-2022,30,26,27.5,39,26,32.4,26.8,96.1,48.787,24.1,82,218.4
odisha,14-07-2022,30.4,25.9,27.5,39.6,25.9,31.8,26.6,95.4,4.024,14.8,86.1,182.8
odisha,15-07-2022,31,26,27.9,42.4,26,33.6,26.9,94.6,11.068,11.2,77.1,264.3
odisha,16-07-2022,28,25,26.7,34.6,25,29.8,26.6,99.5,45.864,13,88.7,201
odisha,17-07-2022,30.8,25,27.6,41.5,25,32.8,26.5,94,49.483,22.3,84.4,208.3
odisha,18-07-2022,31,25.6,28,41.4,25.6,33.1,26.6,92.9,7.976,25.2,75.5,301.5
odisha,19-07-2022,34.7,26,28.9,44.9,26,34.9,26.5,88.3,0,28.8,65.7,230.7
odisha,20-07-2022,31,26,27.6,42.5,26,32.6,27,96.7,43.186,24.1,90.8,183.9
odisha,21-07-2022,30.6,25,28,41.1,25,33.3,26.7,93.1,3.981,13,87.9,185.5
odisha,22-07-2022,30,26.8,28.2,39.5,31,35.2,27.3,95.2,2.192,14.8,85.8,98.9
odisha,23-07-2022,29,25,27.1,38.2,25,31.6,26.8,97.9,7.875,14.8,85.7,131.1
odisha,24-07-2022,30,25,27.5,39.7,25,32.8,26.8,96.2,33.04,13,86.3,238.4
odisha,25-07-2022,29.6,25,26.9,39.8,25,31,26.6,98.3,41.598,22.3,88.8,220.3
odisha,26-07-2022,31,26,28.1,40.7,26,33.8,26.8,92.6,0.199,18.4,65.9,209.3
odisha,27-07-2022,33.2,26,29.2,43.1,26,35.7,26.4,85.8,0,18.4,44.6,252.3
odisha,28-07-2022,33.8,26,29.7,45.4,26,37.2,26.8,85.3,0,14.8,42.6,240.3
odisha,29-07-2022,34.3,26.9,30,47.4,31.2,38.6,27,84.9,0,20.5,44.9,277.3
odisha,30-07-2022,34.3,27,30.3,46.8,31.9,39.5,27.4,85.2,0.002,20.5,47,221.6
odisha,31-07-2022,33.7,28,30.3,47,35,40.7,28,87.9,0,20.5,52.4,208.7
odisha,01-08-2022,34.2,25,29.6,49.6,25,38.2,27.5,89.1,52.754,18.4,69.9,208.2
odisha,02-08-2022,34,26.4,29.8,47.3,26.4,38.3,27.3,87.2,0,16.6,63,163.4
odisha,03-08-2022,32.2,27.7,29.5,44.2,33.2,37.8,27.1,87.8,0.121,18.4,72.6,219.1
odisha,04-08-2022,32.5,27,28.5,41.5,31.3,34.9,26.6,90.1,2.019,14.7,69,189.9
odisha,05-08-2022,31.4,26,28.2,43.2,26,34.5,27.1,93.8,3.155,20.5,66.6,236.8
odisha,06-08-2022,29,25,27.1,37.2,25,31.2,26.7,98,40.338,28.8,86.9,127.5
odisha,07-08-2022,31.4,26,28,42.1,26,33.1,26.7,93.1,0.266,20.5,82.6,200
odisha,08-08-2022,31.3,26.8,27.8,40.8,30.9,33.7,26.9,95.2,40.912,27.7,83.2,218.9
odisha,09-08-2022,28,25,26.9,34.6,25,30.3,26,94.8,35.098,20.5,94.2,97.6
odisha,10-08-2022,28,24.9,26.4,33.6,24.9,27.9,25.8,97,5.787,18.4,96.7,43.8
odisha,11-08-2022,29,24.9,26.7,38.2,24.9,30.1,26.2,97.4,23.913,11.2,97.8,58.4
odisha,12-08-2022,28,26,26.9,34.6,26,30.7,26.7,99,16.947,8.2,97.7,61.8
odisha,13-08-2022,26.2,25,25.6,26.2,25,25.6,25.6,99.8,17.294,24.1,98.7,37.5
odisha,14-08-2022,27,25,25.5,31.2,25,25.7,25.4,99.4,69.797,22.3,100,21.9
odisha,15-08-2022,31.2,26.8,28.6,40.7,30.8,35.3,26.7,90.1,2.986,27.7,82.9,246.4
odisha,16-08-2022,33.5,26.5,29.4,44.6,26.5,36.4,26.5,85.1,0,18.4,56.9,256.9
odisha,17-08-2022,33,26,29.2,45.8,26,36.7,26.9,88,3.984,24.2,74.8,237.2
odisha,18-08-2022,32.4,26.9,29.8,44.3,31.1,38.8,27.3,86.6,0.03,25.9,88.8,186.6
odisha,19-08-2022,29,25,26.9,36.9,25,30.1,26,94.6,18.389,27.7,94.8,20.9
odisha,20-08-2022,30.1,25.9,27.8,38.1,25.9,32.7,26.3,91.7,0,20.5,94.6,82.8
odisha,21-08-2022,34,25,29.5,46.3,25,37.3,27.2,88.5,4.976,31.7,71.1,233.3
odisha,22-08-2022,33,25,27.9,43.9,25,32,25.9,89.7,5.971,13,76.8,234.3
odisha,23-08-2022,32.1,25.9,29.1,44.2,25.9,36.1,27.1,89.8,0,9.4,71.4,179.9
odisha,24-08-2022,29.1,24.9,27,38.2,24.9,31.2,26.2,95.6,1.594,11.2,92.8,50.8
odisha,25-08-2022,32.3,24,28,40.7,24,32.9,25.6,87.6,0,12.4,45.4,226.7
odisha,26-08-2022,32,26.4,29.2,42.3,26.4,36.5,26.8,87.1,0,13,59.7,187.7
odisha,27-08-2022,33.8,24.9,28.9,46.6,24.9,36.1,27.2,91.4,33.836,24.1,64.6,213.7
odisha,28-08-2022,32.4,26,29,44.2,26,36.5,27.4,92,0,18.4,62.4,241.3
odisha,29-08-2022,33,27,30,45.8,31.9,38.4,27,84.7,0,18.4,49,174.9
odisha,30-08-2022,35,27,30.4,48.8,31.3,39,26.9,82.6,0,14.1,44.5,166.3
odisha,31-08-2022,34,27,29.6,46.7,31.7,38.1,27.3,88.1,0.995,16.6,41.9,207.4
odisha,01-09-2022,33.8,27,29.8,45.8,31.6,38.2,27.2,86.8,0,22.3,41.8,229
odisha,02-09-2022,34.3,26.9,30,45.8,31.1,38.7,27.2,85.4,0,16.6,43.7,290.3
odisha,03-09-2022,34.5,27,30,49.6,31.1,38.7,27.1,85.1,0.019,20.5,47.4,212.2
odisha,04-09-2022,34,26,29.3,45.8,26,35.5,26.3,85.2,1.99,24.1,49.8,199.1
odisha,05-09-2022,34,25.8,29.6,43.9,25.8,36.3,26.5,84.7,0,11.2,61.6,224.8
odisha,06-09-2022,32,27.2,29.4,44.4,32.4,38.6,27.8,91.4,4.979,19.7,62.3,215.9
odisha,07-09-2022,33.1,27,28.7,44.3,31.9,36.7,27.6,94.3,5.971,18.4,69,186.2
odisha,08-09-2022,32,27,28.6,44.4,31.7,36.6,27.6,94.7,7.096,18.4,66.9,273.2
odisha,09-09-2022,31.7,27,28.4,42.4,31.5,36,27.4,94.5,4.023,22.3,79.3,230.5
odisha,10-09-2022,31,26,27.6,44.4,26,32.7,26.9,96.1,20.971,27.7,91.1,145.1
odisha,11-09-2022,29,25.2,26.7,38.2,25.2,29.6,26.5,98.9,35.936,16.6,98.2,48.9
odisha,12-09-2022,30,26,28.1,40.5,26,34.4,27.1,94.4,11.963,24.1,90.4,134.2
odisha,13-09-2022,28,26,27,35.7,26,31.3,26.6,97.6,3.124,25.9,79.5,188.3
odisha,14-09-2022,31,26,28.2,42.4,26,34.4,27,93.5,0,20.5,70.4,109.5
odisha,15-09-2022,34,26,29,45.8,26,35.5,26.5,87.5,0,16.2,59.3,224
odisha,16-09-2022,33.2,26.1,29.6,44.2,26.1,37.8,27.2,88,0,11.8,73.7,218.9
odisha,17-09-2022,34,28,30.2,47.3,34.6,40.3,27.9,88.4,0,13,82.4,239.9
odisha,18-09-2022,32,25,27.5,44.4,25,31.9,26.5,94.7,36.893,18,84.7,191.8
odisha,19-09-2022,28,24.9,26.4,34.6,24.9,28.8,26,97.4,3.072,16.6,89.2,206
odisha,20-09-2022,30.9,25,27.1,40.8,25,31.2,26.4,95.9,5.971,11.2,83.4,224.4
odisha,21-09-2022,30,25.8,27.1,42.3,25.8,31.4,26.8,98.2,0.1,22.3,78.5,268.9
odisha,22-09-2022,32.6,26,28.6,44.9,26,35.3,27.2,92.9,26.873,14.8,63.6,247
odisha,23-09-2022,30.8,27,28.3,42.3,31.7,35.8,27.5,95.2,4.986,8.2,74,276.7
odisha,24-09-2022,32,25,27.8,44.2,25,32.7,26.6,93.7,4.976,18.4,76.7,208.5
odisha,25-09-2022,31,25.7,27.4,42.4,25.7,31.1,26.4,94.7,40.802,9.4,75.6,198
odisha,26-09-2022,31.4,25,27.2,40.7,25,31,26.2,94.2,0.247,11.3,60.6,228.2
odisha,27-09-2022,32.7,25,28.5,46.3,25,34.2,26.5,89.6,9.952,13,52.2,234.8
odisha,28-09-2022,32.8,26,28.9,44.2,26,35.2,26.7,88.5,0,14.8,42.9,249.3
odisha,29-09-2022,32.3,25.9,27.9,42.4,25.9,33.2,26.8,94.3,10.029,18.4,54.4,223.2
odisha,30-09-2022,32,25.8,28,44.2,25.8,33.4,26.8,93.4,0.029,14.8,55.1,213.9
odisha,01-10-2022,32.4,25,28.1,44.4,25,33,26.4,91.1,0.701,16.6,66.1,249
odisha,02-10-2022,31.4,25,28,42.4,25,33.3,26.3,90.7,1.067,13,63.5,220.8
odisha,03-10-2022,29.4,26,27.7,38.2,26,32.9,26.4,92.9,0.101,11.2,84.3,163.6
odisha,04-10-2022,27,24,25.3,31.9,24,25.6,25.3,99.5,18.011,35.3,94.5,79.2
odisha,05-10-2022,30,24.8,26.9,40.5,24.8,30.3,26.1,95.5,11.952,18.4,76.7,245.7
odisha,06-10-2022,29,24,26.1,38.2,24,28.2,25.8,98.2,51.826,14.8,85.3,247.9
odisha,07-10-2022,32,24.9,27.6,44.2,24.9,32.7,26.6,94.4,0.499,20.5,61.7,261.8
odisha,08-10-2022,31,26,27.7,42.4,26,32.7,26.7,94.9,0.663,11.1,64.2,250.3
odisha,09-10-2022,29,25.5,26.7,38.2,25.5,29.2,26.2,97.2,1.019,13,75.1,161.5
odisha,10-10-2022,31.2,24.6,27,42.4,24.6,30.5,26.2,95.9,10.004,18.4,67.7,235.2
odisha,11-10-2022,32.5,25,28.1,42.4,25,33.4,26.4,91.2,0.014,13,51.9,253.2
odisha,12-10-2022,32.7,25,27.8,44.2,25,31.8,26.3,92.3,20.899,12.4,60.1,260
odisha,13-10-2022,32,25,27.8,42.2,25,32.8,26.3,92,0.2,7.6,63.8,231.3
odisha,14-10-2022,31.7,25,27,42.4,25,29.6,26.1,95.7,26.914,11.2,69.8,251.8
odisha,15-10-2022,31,25,27.5,40.7,25,32.1,26.4,94.2,0,13,50.9,252.3
odisha,16-10-2022,31.4,25,27.7,42.4,25,32.6,26.4,93.1,0.058,13,54.4,195
odisha,17-10-2022,32,25,28,39.2,25,31.5,25.5,87.4,0,13,39.2,244.3
odisha,18-10-2022,32.2,24,27.9,40.7,24,31.8,25.3,87.2,0,11.2,45.8,255.6
odisha,19-10-2022,31,24.9,27.8,39.1,24.9,32,25.5,87.9,0,13,46.1,201.5
odisha,20-10-2022,31,24.1,27.3,38.3,24.1,30,24.7,86.6,0,14.8,29.2,226.7
odisha,21-10-2022,31,23,26.6,34.6,23,28,23,82.7,0,16.6,13.9,258.7
odisha,22-10-2022,31,22.4,26.5,35.5,22.4,28.3,22.7,81.1,0,16.6,19.4,255.1
odisha,23-10-2022,29,23,26.3,34.6,23,28.1,23.3,84.2,0,14.8,59.1,168.7
odisha,24-10-2022,29.6,24,26.3,34.9,24,28.1,23.5,85.2,0,18.4,88.7,127.1
odisha,25-10-2022,32,21.8,26.6,36.8,21.8,28.1,22.6,80.6,0,9.9,42.8,254
odisha,26-10-2022,31.5,22,26.2,36.8,22,27.8,22.7,83,0,7.6,35.1,255.3
odisha,27-10-2022,32,22,26,34.2,22,26.9,21.4,78.6,0,14.8,43.2,254.4
odisha,28-10-2022,31,20,25.4,31.4,20,25.9,20.3,76.3,0,13,49.3,253.2
odisha,29-10-2022,30,21.4,25.3,30.4,21.4,25.4,19.3,72.8,0,15.4,22.4,253.4
odisha,30-10-2022,30,19,24.3,30.4,19,24.5,19.3,77,0,9.4,3.8,252
odisha,31-10-2022,30.2,20.6,25.1,32.6,20.6,25.9,21.1,80.3,0,13,30.2,240.5
odisha,01-11-2022,31.5,21.2,26.5,35.5,21.2,28.3,22.5,80.4,0,11.2,20.9,233
odisha,02-11-2022,31.2,22,26.7,36.6,22,29.1,23.4,83.4,0,9.4,37,237.7
odisha,03-11-2022,30,23,25.9,34.2,23,27.3,23.3,87,0,9.4,66.5,219.2
odisha,04-11-2022,32,20.9,25.4,34.6,20.9,26.1,21.2,81.2,0,9.4,22.2,247.1
odisha,05-11-2022,32,21,26,34.2,21,26.9,21.4,78.5,0,11.2,35.2,242.7
odisha,06-11-2022,31,22,26.1,34.2,22,27.5,22.9,83.9,0,10.9,46.9,238.7
odisha,07-11-2022,30.2,22,25.8,36.2,22,27.4,23.2,86.7,0,11.2,56,237.2
odisha,08-11-2022,30.2,21,25.4,34.2,21,26.6,22.3,84.3,0,7.6,40.6,235.4
odisha,09-11-2022,30,21,24.9,32.8,21,25.7,21.5,83.6,0,11.2,26.4,235.9
odisha,10-11-2022,31,20,24.8,32.5,20,25.4,20.4,79.3,0,14.8,30.6,234.8
odisha,11-11-2022,30,21.2,24.9,31.7,21.2,25.5,20.2,76.9,0,13,57.7,228.2
odisha,12-11-2022,30,19,24.3,31.9,19,24.7,19.6,78,0,9.4,28.9,233.1
odisha,13-11-2022,30,19,23.6,29.4,19,23.6,17.9,73.8,0,10.8,13.1,236
odisha,14-11-2022,29,18,22.5,29.2,18,22.6,17.1,75.3,0,11.2,1.1,236.4
odisha,15-11-2022,29.2,16.7,22.3,28.8,16.7,22.3,16.2,72,0,14.8,0.2,237.5
odisha,16-11-2022,29,17,22.3,29.1,17,22.4,17.3,77.1,0,13,11.4,231.9
odisha,17-11-2022,30,17,22.9,29.9,17,22.8,17.3,75.1,0,13,11.5,228.1
odisha,18-11-2022,29,18,22.9,28.9,18,22.9,17.1,73.7,0,18.4,33.6,212.6
odisha,19-11-2022,28,18,22.5,27.3,18,22.4,14.5,64,0,22.3,41.1,231.1
odisha,20-11-2022,28,17.4,22.9,28.2,17.4,23,16.1,67.3,0,16.6,57.4,212.6
odisha,21-11-2022,30,21,25.1,30.7,21,25.4,19.2,71.5,0,14.8,51.7,206.6
odisha,22-11-2022,29.8,20,24.6,31,20,25,20,77.7,0,13,30.9,215.8
odisha,23-11-2022,30,20,24.5,31.9,20,24.9,19.7,76.6,0,11.2,22.7,216.1
odisha,24-11-2022,29,20,23.9,30.8,20,24.3,19.7,79.3,0,9.4,22.8,222.3
odisha,25-11-2022,29,17,22.4,29.1,17,22.4,16.5,72.8,0,13,10.5,225.6
odisha,26-11-2022,28.4,15,21.4,28.3,15,21.2,14.1,68.6,0,11.2,3.4,226.6
odisha,27-11-2022,28.4,15,21,28.1,15,20.9,14.8,73,0,7.6,0.7,226.8
odisha,28-11-2022,28,16,21.7,28.3,16,21.7,16.4,75.2,0,9.4,0.8,220
odisha,29-11-2022,29,18,23.3,29.9,18,23.5,18.3,76.1,0,11.2,9.7,214.3
odisha,30-11-2022,29.2,20.6,24.7,30.3,20.6,25.1,19.4,73.9,0,18.4,66.5,164.8
odisha,01-12-2022,31,20.4,25.1,32.4,20.4,25.7,19.7,74,0,14.8,38.4,210.6
odisha,02-12-2022,29.7,20,24.1,30.8,20,24.4,19.9,79.6,0,9.4,12.4,211.5
odisha,03-12-2022,29,19,23.2,29.9,19,23.4,18.9,79,0,13,0.4,212.8
odisha,04-12-2022,28,18.4,22.8,29.3,18.4,23.1,18.9,80.5,0,9.4,0.9,214.2
odisha,05-12-2022,28,17,21.8,28.9,17,21.9,17.7,81,0,13,1.7,216.2
odisha,06-12-2022,28.2,16,21.3,28.3,16,21.4,17,79.5,0,11.2,16.6,204.7
odisha,07-12-2022,26,16,20.4,26,16,20.4,16.6,80.9,0,9.4,47.9,184.1
odisha,08-12-2022,27,15.9,20.4,26.7,15.9,20.4,14,71.4,0,14.8,42.9,195.3
odisha,09-12-2022,26,15,21.3,26,15,21.3,14.3,67.3,0,16.6,67,144.4
odisha,10-12-2022,25.1,20.8,22.5,25.1,20.8,22.5,17,71.9,0.8,14.8,88.7,175.7
odisha,11-12-2022,30.1,19.8,24.2,30.4,19.8,24.3,17.6,69.4,0,13,51.7,203.5
odisha,12-12-2022,31,18,24,32.4,18,24.3,19.1,77.7,0,9.4,7.4,208.3
odisha,13-12-2022,31,18,24.6,33.3,18,25.1,20.6,81.4,0,11.2,25.5,207.5
odisha,14-12-2022,31,21,25,30.6,21,25.1,18.9,73.2,0,11.2,4.3,204.5
odisha,15-12-2022,30,19,23.9,29.7,19,23.8,17,69.2,0,12.3,17.7,195
odisha,16-12-2022,28,18,22.3,28.1,18,22.3,16.5,72.7,0,14.8,3.3,206.6
odisha,17-12-2022,27.4,16,20.9,27.2,16,20.9,15,72.9,0,10.5,3.8,215.1
odisha,18-12-2022,27,14,19.9,26.5,14,19.8,13.1,70.5,0,14.8,11.7,217.6
odisha,19-12-2022,28,13,19.8,27.5,13,19.8,13.5,71.7,0,13,14.1,218.3
odisha,20-12-2022,28,14,20.6,27.8,14,20.5,15.3,76.3,0,9.4,11.3,214.7
odisha,21-12-2022,27.2,16,20.6,27.9,16,20.7,17.2,83.3,0,9.4,25.8,193.8
odisha,22-12-2022,26.8,15,20,27.1,15,20,16.3,81.8,0,7.6,43.1,159
odisha,23-12-2022,28,15,20.4,27.5,15,20.3,14.3,73.1,0,14.8,29.3,193.6
odisha,24-12-2022,30,13,21.5,29,13,21.3,14.8,71.3,0,10.4,2.4,214.6
odisha,25-12-2022,31,16,22.7,30.3,16,22.8,17.6,77.4,0,11.2,15.3,210.7
odisha,26-12-2022,31,17,23.6,32.6,17,23.9,18.9,79.6,0,11.2,26.7,209
odisha,27-12-2022,31,21,25.3,37.8,21,26.7,23.2,89.5,0,11.2,35.8,205.5
odisha,28-12-2022,32,21,25.7,35,21,26.6,22.1,83.2,0,14.8,34.8,206.9
odisha,29-12-2022,28,19.5,23.2,27.8,19.5,23.3,17.9,74.4,0,13,27.6,213
odisha,30-12-2022,29,17,22.1,28.6,17,22,17,77.4,0,7.6,8.8,213
odisha,31-12-2022,30,16,22.8,31.9,16,23.3,19.6,84.3,0,18.4,15.5,210.6
odisha,01-01-2023,29,20,24.2,32.8,20,25,21.9,88.2,0,11.2,55.4,195.7
odisha,02-01-2023,27.5,21,23.4,29.5,21,23.6,21.4,89.7,0.1,18.4,62.2,146.6
odisha,03-01-2023,26.5,19,22.3,26.5,19,22.3,19,82.6,0,16.6,48.9,195.6
odisha,04-01-2023,26.5,18,21.3,26.5,18,21.3,16.5,76.2,0,11.2,13.1,212.3
odisha,05-01-2023,26,17,20.6,26,17,20.6,15.7,74.9,0,14.8,6.6,211.5
odisha,06-01-2023,27,15.4,20.2,27.4,15.4,20.2,13.9,68.4,0,13,0,217.2
odisha,07-01-2023,26,13,18.6,26,13,18.6,8.4,57.1,0,20.5,0,231.7
odisha,08-01-2023,27.5,12,19,26.7,12,18.9,9.1,58.3,0,13,0,227.1
odisha,09-01-2023,27.1,13,19.4,26.7,13,19.3,12.4,69.3,0,11.2,0,224.4
odisha,10-01-2023,29,13,20.5,27.9,13,20.4,13.9,71.5,0,11.2,0,226
odisha,11-01-2023,28.7,14,20.5,28.2,14,20.4,15.1,76,0,9.4,0,224.9
odisha,12-01-2023,28.5,16,21.6,30.2,16,21.9,19.3,88.4,0,14.8,32.1,220.6
odisha,13-01-2023,30.2,17,23.2,30.9,17,23.5,19.7,83.8,0,16.6,32.3,220.6
odisha,14-01-2023,31,18,23.7,31.9,18,24,19.8,83.1,0,14.8,27.2,222
odisha,15-01-2023,31,18,23.6,30.6,18,23.8,19.6,81.8,0,14.8,21.6,224.3
odisha,16-01-2023,27,20.8,23,29.7,20.8,23.2,21.6,92.2,0,13,52.9,219.9
odisha,17-01-2023,28.9,20,23.2,31.3,20,23.8,21.1,88.9,0,18.4,46.7,186.2
odisha,18-01-2023,27.8,20.9,23.5,30.4,20.9,24.1,22.2,92.7,0,16.6,53.3,204.8
odisha,19-01-2023,28,19.8,22.9,29.5,19.8,23.3,20.1,85.1,0,11.2,47.9,209.8
odisha,20-01-2023,29,19,23.1,30.3,19,23.5,20,84.3,0,13,36.5,225.7
